USER,COURSE_ID,SCORE
85625,GPXX0YBFEN,12.0
85625,LB0109ENv1,12.0
85625,LB0111EN,12.0
85625,LB0105ENv1,12.0
85625,LB0103ENv1,12.0
85625,BD0101EN,54.0
85625,EE0101EN,12.0
85625,LB0107ENv1,12.0
85625,GPXX0M7ZEN,12.0
85625,GPXX07UGEN,12.0
85625,GPXX0QU9EN,12.0
85625,SC0101EN,12.0
85625,GPXX0QTEEN,12.0
85625,GPXX08WYEN,12.0
85625,GPXX0UMSEN,12.0
85625,GPXX0M6UEN,54.0
85625,GPXX097UEN,54.0
85625,GPXX0JGFEN,12.0
85625,CO0193EN,12.0
85625,LB0101ENv1,12.0
85625,DS0301EN,30.0
85625,GPXX0RL8EN,12.0
85625,GPXX05LMEN,12.0
85625,BD0221EN,30.0
85625,GPXX0TY1EN,30.0
85625,GPXX0T3CEN,30.0
85625,DB0101EN,30.0
85625,GPXX0BSAEN,12.0
85625,GPXX0G81EN,12.0
85625,GPXX0FFCEN,12.0
85625,GPXX0MP0EN,12.0
85625,GPXX0G31EN,42.0
85625,GPXX0JLHEN,12.0
85625,CC0150EN,12.0
85625,GPXX0RQLEN,30.0
85625,GPXX0WRDEN,12.0
85625,GPXX0ADEN,12.0
85625,excourse01,30.0
85625,excourse02,30.0
85625,excourse03,54.0
85625,excourse04,33.0
85625,excourse05,54.0
85625,excourse06,33.0
85625,excourse07,30.0
85625,excourse10,54.0
85625,excourse11,30.0
85625,excourse12,30.0
85625,excourse13,30.0
85625,excourse14,30.0
85625,excourse31,54.0
85625,excourse42,54.0
85625,excourse43,12.0
85625,excourse44,12.0
85625,excourse67,24.0
85625,excourse68,24.0
85625,excourse69,30.0
85625,excourse70,54.0
85625,excourse71,54.0
85625,excourse72,54.0
85625,excourse73,54.0
85625,excourse74,24.0
85625,excourse75,36.0
85625,excourse76,24.0
85625,excourse88,12.0
85625,excourse89,12.0
85625,excourse90,12.0
85625,excourse92,12.0
85625,excourse93,12.0
108541,RP0105EN,27.0
108541,GPXX06RFEN,12.0
108541,CC0271EN,12.0
108541,BD0145EN,24.0
108541,DE0205EN,12.0
108541,TMP0105EN,27.0
108541,DB0113EN,12.0
108541,RP0103,12.0
108541,RP0103EN,12.0
108541,BD0212EN,27.0
108541,SC0103EN,27.0
108541,GPXX0BUBEN,12.0
108541,BD0143EN,24.0
108541,BD0141EN,24.0
108541,TA0106EN,15.0
108541,GPXX01RYEN,12.0
108541,GPXX0XFQEN,12.0
108541,GPXX07REN,12.0
108541,GPXX0725EN,12.0
108541,GPXX0MIIEN,12.0
108541,BD0223EN,15.0
108541,GPXX06ZLEN,12.0
108541,GPXX0LLEEN,12.0
108541,BD0121EN,24.0
108541,BD0135EN,12.0
108541,BD0133EN,12.0
108541,BD0131EN,24.0
108541,BD0137EN,12.0
108541,GPXX0NHZEN,12.0
108541,DJ0101EN,15.0
108541,DB0111EN,12.0
108541,DB0115EN,12.0
108541,DB0151EN,24.0
108541,GPXX0M6UEN,24.0
108541,GPXX097UEN,24.0
108541,DS0301EN,12.0
108541,BD0221EN,12.0
108541,GPXX0TY1EN,15.0
108541,GPXX0T3CEN,12.0
108541,BD0123EN,12.0
108541,DB0101EN,12.0
108541,GPXX0G31EN,12.0
108541,GPXX0RQLEN,12.0
108541,excourse01,12.0
108541,excourse02,15.0
108541,excourse03,24.0
108541,excourse04,15.0
108541,excourse05,24.0
108541,excourse06,15.0
108541,excourse07,12.0
108541,excourse10,24.0
108541,excourse11,12.0
108541,excourse12,15.0
108541,excourse13,12.0
108541,excourse14,12.0
108541,excourse31,24.0
108541,excourse42,24.0
108541,excourse67,12.0
108541,excourse68,12.0
108541,excourse69,12.0
108541,excourse70,24.0
108541,excourse71,24.0
108541,excourse72,27.0
108541,excourse73,27.0
108541,excourse74,12.0
108541,excourse75,12.0
108541,excourse76,12.0
109915,GPXX04V3EN,12.0
109915,CC0150EN,12.0
149690,RP0105EN,30.0
149690,GPXX06RFEN,12.0
149690,CC0271EN,12.0
149690,BD0145EN,24.0
149690,DE0205EN,15.0
149690,TMP0105EN,30.0
149690,DB0113EN,12.0
149690,RP0103,12.0
149690,RP0103EN,12.0
149690,BD0212EN,30.0
149690,GPXX0IBEN,15.0
149690,SC0103EN,30.0
149690,GPXX0BUBEN,18.0
149690,TMP0101EN,12.0
149690,BD0143EN,24.0
149690,BD0141EN,24.0
149690,TA0106EN,21.0
149690,GPXX01RYEN,12.0
149690,GPXX0XFQEN,12.0
149690,GPXX07REN,12.0
149690,GPXX0725EN,12.0
149690,GPXX0MIIEN,12.0
149690,BD0223EN,18.0
149690,GPXX06ZLEN,12.0
149690,GPXX0LLEEN,12.0
149690,BD0121EN,24.0
149690,BD0135EN,15.0
149690,BD0133EN,15.0
149690,BD0131EN,24.0
149690,BD0137EN,15.0
149690,GPXX0NHZEN,12.0
149690,DJ0101EN,18.0
149690,DB0111EN,12.0
149690,DB0115EN,12.0
149690,DB0151EN,24.0
149690,GPXX0M6UEN,24.0
149690,GPXX097UEN,24.0
149690,DS0301EN,12.0
149690,BD0221EN,18.0
149690,GPXX0TY1EN,18.0
149690,GPXX0T3CEN,12.0
149690,BD0123EN,15.0
149690,DB0101EN,12.0
149690,GPXX0G31EN,15.0
149690,GPXX0RQLEN,12.0
149690,excourse01,12.0
149690,excourse02,18.0
149690,excourse03,24.0
149690,excourse04,15.0
149690,excourse05,24.0
149690,excourse06,15.0
149690,excourse07,12.0
149690,excourse10,24.0
149690,excourse11,12.0
149690,excourse12,12.0
149690,excourse13,12.0
149690,excourse14,12.0
149690,excourse31,24.0
149690,excourse35,12.0
149690,excourse40,12.0
149690,excourse42,24.0
149690,excourse54,12.0
149690,excourse67,12.0
149690,excourse68,12.0
149690,excourse69,18.0
149690,excourse70,24.0
149690,excourse71,24.0
149690,excourse72,30.0
149690,excourse73,30.0
149690,excourse74,12.0
149690,excourse75,15.0
149690,excourse76,12.0
152320,ML0122EN,12.0
152320,RP0105EN,36.0
152320,GPXX06RFEN,12.0
152320,CC0271EN,18.0
152320,BD0145EN,21.0
152320,DE0205EN,15.0
152320,TMP0105EN,36.0
152320,DB0113EN,12.0
152320,PA0109EN,15.0
152320,RP0103,12.0
152320,RP0103EN,12.0
152320,GPXX0IBEN,24.0
152320,SC0103EN,36.0
152320,SW0201EN,15.0
152320,GPXX0BUBEN,15.0
152320,ST0201EN,15.0
152320,ST0301EN,15.0
152320,SW0101EN,15.0
152320,TMP0101EN,21.0
152320,BD0143EN,21.0
152320,GPXX04HEEN,15.0
152320,BD0141EN,21.0
152320,TA0106EN,18.0
152320,GPXX0JZ4EN,15.0
152320,GPXX0ZYVEN,15.0
152320,GPXX01RYEN,12.0
152320,GPXX0Q8AEN,18.0
152320,GPXX0XFQEN,12.0
152320,GPXX07REN,12.0
152320,GPXX0725EN,12.0
152320,GPXX0MIIEN,12.0
152320,BD0223EN,24.0
152320,GPXX0435EN,15.0
152320,GPXX06ZLEN,12.0
152320,GPXX0LLEEN,18.0
152320,BD0121EN,21.0
152320,BD0135EN,15.0
152320,BD0133EN,12.0
152320,BD0131EN,21.0
152320,BD0115EN,21.0
152320,GPXX04V3EN,12.0
152320,GPXX0D14EN,12.0
152320,ST0101EN,15.0
152320,BD0153EN,15.0
152320,DP0101EN,15.0
152320,BD0137EN,15.0
152320,GPXX0NHZEN,12.0
152320,DA0201EN,15.0
152320,DJ0101EN,27.0
152320,CP0101EN,15.0
152320,DB0111EN,12.0
152320,DB0115EN,12.0
152320,DA0151EN,15.0
152320,DB0151EN,21.0
152320,BD0101EN,21.0
152320,GPXX0PG8EN,18.0
152320,DA0101EN,18.0
152320,GPXX0M6UEN,21.0
152320,GPXX097UEN,21.0
152320,GPXX04MXEN,15.0
152320,BD0221EN,15.0
152320,GPXX0TY1EN,33.0
152320,GPXX0T3CEN,18.0
152320,BD0123EN,15.0
152320,DB0101EN,12.0
152320,GPXX05RDEN,15.0
152320,DV0151EN,15.0
152320,DV0101EN,18.0
152320,GPXX0G31EN,15.0
152320,GPXX0KY1EN,18.0
152320,GPXX0RQLEN,12.0
152320,excourse01,12.0
152320,excourse02,27.0
152320,excourse03,21.0
152320,excourse04,15.0
152320,excourse05,21.0
152320,excourse06,15.0
152320,excourse07,12.0
152320,excourse09,15.0
152320,excourse10,21.0
152320,excourse11,12.0
152320,excourse12,15.0
152320,excourse13,12.0
152320,excourse14,12.0
152320,excourse20,18.0
152320,excourse21,12.0
152320,excourse22,12.0
152320,excourse23,18.0
152320,excourse31,27.0
152320,excourse32,15.0
152320,excourse33,15.0
152320,excourse34,15.0
152320,excourse35,21.0
152320,excourse36,18.0
152320,excourse37,15.0
152320,excourse38,18.0
152320,excourse39,15.0
152320,excourse40,21.0
152320,excourse41,15.0
152320,excourse42,21.0
152320,excourse54,21.0
152320,excourse65,18.0
152320,excourse69,15.0
152320,excourse70,21.0
152320,excourse71,21.0
152320,excourse72,36.0
152320,excourse73,36.0
152320,excourse75,12.0
152320,excourse82,15.0
152320,excourse83,15.0
152320,excourse84,15.0
152320,excourse85,15.0
160015,RP0105EN,39.0
160015,GPXX06RFEN,18.0
160015,CC0271EN,18.0
160015,BD0145EN,36.0
160015,DE0205EN,18.0
160015,TMP0105EN,39.0
160015,DB0113EN,18.0
160015,RP0103,18.0
160015,RP0103EN,18.0
160015,BD0212EN,39.0
160015,SC0103EN,39.0
160015,GPXX0BUBEN,21.0
160015,BD0143EN,36.0
160015,TA0106EN,24.0
160015,GPXX01RYEN,18.0
160015,GPXX0XFQEN,18.0
160015,GPXX07REN,18.0
160015,GPXX0725EN,18.0
160015,GPXX0MIIEN,18.0
160015,BD0223EN,21.0
160015,GPXX06ZLEN,18.0
160015,GPXX0LLEEN,18.0
160015,BD0121EN,36.0
160015,BD0135EN,18.0
160015,BD0133EN,18.0
160015,BD0137EN,18.0
160015,GPXX0NHZEN,18.0
160015,DJ0101EN,21.0
160015,DB0111EN,18.0
160015,DB0115EN,18.0
160015,DB0151EN,36.0
160015,GPXX0M6UEN,36.0
160015,GPXX097UEN,36.0
160015,DS0301EN,18.0
160015,BD0221EN,21.0
160015,GPXX0TY1EN,21.0
160015,GPXX0T3CEN,18.0
160015,BD0123EN,18.0
160015,DB0101EN,18.0
160015,GPXX0G31EN,18.0
160015,GPXX0RQLEN,18.0
160015,excourse01,18.0
160015,excourse02,21.0
160015,excourse03,36.0
160015,excourse04,21.0
160015,excourse05,36.0
160015,excourse06,21.0
160015,excourse07,18.0
160015,excourse10,36.0
160015,excourse11,18.0
160015,excourse12,21.0
160015,excourse13,18.0
160015,excourse14,18.0
160015,excourse31,36.0
160015,excourse42,36.0
160015,excourse67,18.0
160015,excourse68,18.0
160015,excourse69,21.0
160015,excourse70,36.0
160015,excourse71,36.0
160015,excourse72,39.0
160015,excourse73,39.0
160015,excourse74,18.0
160015,excourse75,18.0
160015,excourse76,18.0
161471,RP0105EN,12.0
161471,BD0145EN,12.0
161471,TMP0105EN,12.0
161471,BD0212EN,12.0
161471,SC0103EN,12.0
161471,BD0143EN,12.0
161471,BD0141EN,12.0
161471,TA0106EN,12.0
161471,BD0121EN,12.0
161471,BD0131EN,12.0
161471,BD0115EN,12.0
161471,BD0211EN,12.0
161471,DB0151EN,12.0
161471,GPXX0M6UEN,12.0
161471,GPXX097UEN,12.0
161471,excourse03,12.0
161471,excourse04,12.0
161471,excourse05,12.0
161471,excourse06,12.0
161471,excourse10,12.0
161471,excourse31,12.0
161471,excourse42,12.0
161471,excourse70,12.0
161471,excourse71,12.0
161471,excourse72,12.0
161471,excourse73,12.0
181124,RP0105EN,30.0
181124,GPXX06RFEN,12.0
181124,CC0271EN,12.0
181124,BD0145EN,24.0
181124,DE0205EN,12.0
181124,TMP0105EN,30.0
181124,DB0113EN,12.0
181124,RP0103,12.0
181124,RP0103EN,12.0
181124,BD0212EN,30.0
181124,SC0103EN,30.0
181124,GPXX0BUBEN,14.0
181124,BD0141EN,24.0
181124,TA0106EN,14.0
181124,GPXX01RYEN,12.0
181124,GPXX0XFQEN,12.0
181124,GPXX07REN,12.0
181124,GPXX0725EN,12.0
181124,GPXX0MIIEN,12.0
181124,BD0223EN,18.0
181124,GPXX06ZLEN,12.0
181124,GPXX0LLEEN,12.0
181124,BD0135EN,12.0
181124,BD0133EN,12.0
181124,BD0131EN,24.0
181124,BD0115EN,24.0
181124,BD0137EN,12.0
181124,GPXX0NHZEN,12.0
181124,DJ0101EN,18.0
181124,DB0111EN,12.0
181124,DB0115EN,12.0
181124,DB0151EN,24.0
181124,GPXX0M6UEN,24.0
181124,GPXX097UEN,24.0
181124,DS0301EN,12.0
181124,BD0111EN,24.0
181124,BD0221EN,14.0
181124,GPXX0TY1EN,18.0
181124,GPXX0T3CEN,12.0
181124,BD0123EN,12.0
181124,DB0101EN,12.0
181124,GPXX0G31EN,12.0
181124,GPXX0RQLEN,12.0
181124,excourse01,12.0
181124,excourse02,18.0
181124,excourse03,24.0
181124,excourse04,12.0
181124,excourse05,24.0
181124,excourse06,12.0
181124,excourse07,12.0
181124,excourse10,24.0
181124,excourse11,12.0
181124,excourse12,12.0
181124,excourse13,12.0
181124,excourse14,12.0
181124,excourse31,24.0
181124,excourse42,24.0
181124,excourse67,12.0
181124,excourse68,12.0
181124,excourse69,14.0
181124,excourse70,24.0
181124,excourse71,24.0
181124,excourse72,30.0
181124,excourse73,30.0
181124,excourse74,12.0
181124,excourse75,12.0
181124,excourse76,12.0
182509,ML0122EN,21.0
182509,RP0105EN,27.0
182509,CC0271EN,15.0
182509,WA0103EN,15.0
182509,DX0108EN,15.0
182509,BD0145EN,18.0
182509,DE0205EN,12.0
182509,DS0201EN,12.0
182509,PA0103EN,12.0
182509,TMP0105EN,27.0
182509,PA0107EN,12.0
182509,BD0212EN,27.0
182509,GPXX0IBEN,21.0
182509,SC0103EN,27.0
182509,SW0201EN,15.0
182509,GPXX0BUBEN,15.0
182509,SW0101EN,15.0
182509,TMP0101EN,15.0
182509,BD0143EN,18.0
182509,WA0101EN,15.0
182509,BD0141EN,18.0
182509,ML0122ENv1,12.0
182509,BD0151EN,12.0
182509,TA0106EN,21.0
182509,TMP107,15.0
182509,GPXX01DCEN,12.0
182509,GPXX0ZMZEN,12.0
182509,GPXX0YMEEN,15.0
182509,GPXX0Q8AEN,18.0
182509,PA0101EN,12.0
182509,BD0223EN,18.0
182509,GPXX0LLEEN,15.0
182509,BD0121EN,18.0
182509,BD0135EN,12.0
182509,BD0133EN,12.0
182509,BD0131EN,18.0
182509,BD0115EN,18.0
182509,GPXX04V3EN,18.0
182509,GPXX0D14EN,18.0
182509,BD0137EN,12.0
182509,DJ0101EN,18.0
182509,DB0151EN,18.0
182509,GPXX0KHHEN,12.0
182509,GPXX04P5EN,12.0
182509,GPXX0PG8EN,15.0
182509,ML0101EN,21.0
182509,GPXX0M6UEN,18.0
182509,GPXX097UEN,18.0
182509,BD0221EN,15.0
182509,GPXX0TY1EN,24.0
182509,GPXX0T3CEN,15.0
182509,BD0123EN,12.0
182509,DV0101EN,18.0
182509,GPXX0G31EN,12.0
182509,GPXX0KY1EN,15.0
182509,excourse02,18.0
182509,excourse03,18.0
182509,excourse04,15.0
182509,excourse05,18.0
182509,excourse06,15.0
182509,excourse10,18.0
182509,excourse12,18.0
182509,excourse20,18.0
182509,excourse21,21.0
182509,excourse22,21.0
182509,excourse23,18.0
182509,excourse31,24.0
182509,excourse35,15.0
182509,excourse36,18.0
182509,excourse38,18.0
182509,excourse40,15.0
182509,excourse42,18.0
182509,excourse49,15.0
182509,excourse54,15.0
182509,excourse62,15.0
182509,excourse65,15.0
182509,excourse69,15.0
182509,excourse70,18.0
182509,excourse71,18.0
182509,excourse72,27.0
182509,excourse73,27.0
182509,excourse75,12.0
187819,ML0201EN,30.0
187819,ML0122EN,27.0
187819,GPXX0ZG0EN,30.0
187819,GPXX0Z2PEN,21.0
187819,DX0106EN,24.0
187819,GPXX06RFEN,27.0
187819,GPXX0SDXEN,21.0
187819,CC0271EN,27.0
187819,WA0103EN,15.0
187819,DX0108EN,18.0
187819,GPXX0W7KEN,21.0
187819,GPXX0QR3EN,21.0
187819,BD0145EN,63.0
187819,DE0205EN,48.0
187819,OS0101EN,30.0
187819,DS0201EN,18.0
187819,CC0210EN,21.0
187819,PA0103EN,27.0
187819,HCC104EN,21.0
187819,GPXX0A1YEN,21.0
187819,TMP0105EN,78.0
187819,PA0107EN,27.0
187819,DB0113EN,27.0
187819,PA0109EN,15.0
187819,PHPM002EN,21.0
187819,RP0103,33.0
187819,RP0103EN,33.0
187819,GPXX0IBEN,42.0
187819,SECM03EN,21.0
187819,GPXX0YXHEN,21.0
187819,SW0201EN,30.0
187819,TMP0106,18.0
187819,GPXX0BUBEN,45.0
187819,ST0201EN,15.0
187819,ST0301EN,15.0
187819,SW0101EN,30.0
187819,TMP0101EN,24.0
187819,BD0143EN,63.0
187819,WA0101EN,15.0
187819,GPXX04HEEN,15.0
187819,CO0401EN,21.0
187819,ML0122ENv1,27.0
187819,BD0151EN,27.0
187819,TMP107,18.0
187819,GPXX01DCEN,27.0
187819,GPXX0JZ4EN,15.0
187819,GPXX0ZYVEN,15.0
187819,GPXX0ZMZEN,27.0
187819,GPXX0KV4EN,21.0
187819,GPXX01RYEN,27.0
187819,GPXX0Q8AEN,15.0
187819,GPXX0XFQEN,27.0
187819,GPXX07REN,27.0
187819,PA0101EN,27.0
187819,BC0202EN,21.0
187819,BC0101EN,21.0
187819,GPXX0725EN,27.0
187819,GPXX0MIIEN,27.0
187819,GPXX0435EN,15.0
187819,GPXX06ZLEN,27.0
187819,GPXX0QS6EN,21.0
187819,GPXX0QJFEN,21.0
187819,GPXX0LLEEN,27.0
187819,BD0121EN,63.0
187819,BD0135EN,48.0
187819,BD0133EN,57.0
187819,GPXX04V3EN,21.0
187819,GPXX05P1EN,21.0
187819,GPXX0D14EN,30.0
187819,GPXX0G3KEN,21.0
187819,GPXX0HZ2EN,21.0
187819,GPXX04TNEN,21.0
187819,GPXX0IHMEN,21.0
187819,ST0101EN,15.0
187819,BD0153EN,15.0
187819,DP0101EN,15.0
187819,BD0137EN,48.0
187819,GPXX0E3QEN,21.0
187819,GPXX0XV3EN,21.0
187819,CB0105ENv1,21.0
187819,GPXX0NHZEN,27.0
187819,CO0301EN,21.0
187819,GPXX0HAAEN,21.0
187819,DA0201EN,15.0
187819,DJ0101EN,42.0
187819,CP0101EN,15.0
187819,DB0111EN,27.0
187819,DB0115EN,27.0
187819,COM001EN,21.0
187819,DA0151EN,21.0
187819,DB0151EN,63.0
187819,GPXX0T0FEN,21.0
187819,DS0107,18.0
187819,DS0110EN,18.0
187819,DX0107EN,18.0
187819,GPXX0I4FEN,21.0
187819,GPXX06KEEN,21.0
187819,GPXX0YBFEN,21.0
187819,GPXX0KHHEN,27.0
187819,EE0101EN,21.0
187819,GPXX04P5EN,27.0
187819,GPXX0PG8EN,33.0
187819,ML0101EN,27.0
187819,GPXX0M7ZEN,21.0
187819,DA0101EN,15.0
187819,GPXX07UGEN,21.0
187819,GPXX0QU9EN,21.0
187819,GPXX0QTEEN,21.0
187819,GPXX08WYEN,21.0
187819,GPXX0UMSEN,30.0
187819,GPXX0M6UEN,63.0
187819,GPXX097UEN,63.0
187819,GPXX0JGFEN,21.0
187819,CO0193EN,21.0
187819,GPXX04MXEN,15.0
187819,DS0301EN,27.0
187819,GPXX0RL8EN,30.0
187819,GPXX05LMEN,21.0
187819,GPXX0TY1EN,42.0
187819,GPXX0T3CEN,27.0
187819,PY0101EN,18.0
187819,BD0123EN,48.0
187819,DB0101EN,27.0
187819,GPXX05RDEN,15.0
187819,DV0151EN,21.0
187819,GPXX0BSAEN,21.0
187819,GPXX0G81EN,30.0
187819,GPXX0FFCEN,21.0
187819,GPXX0MP0EN,21.0
187819,DV0101EN,15.0
187819,ML0103EN,15.0
187819,ML0151EN,15.0
187819,GPXX0G31EN,48.0
187819,GPXX0KY1EN,33.0
187819,GPXX0JLHEN,21.0
187819,CC0150EN,30.0
187819,GPXX0RQLEN,27.0
187819,GPXX0WRDEN,21.0
187819,GPXX0ADEN,30.0
187819,excourse01,27.0
187819,excourse02,42.0
187819,excourse03,63.0
187819,excourse04,45.0
187819,excourse05,63.0
187819,excourse06,45.0
187819,excourse07,27.0
187819,excourse09,15.0
187819,excourse10,63.0
187819,excourse11,27.0
187819,excourse12,27.0
187819,excourse13,27.0
187819,excourse14,27.0
187819,excourse20,15.0
187819,excourse21,27.0
187819,excourse22,27.0
187819,excourse23,15.0
187819,excourse31,63.0
187819,excourse32,15.0
187819,excourse33,15.0
187819,excourse34,15.0
187819,excourse35,24.0
187819,excourse36,15.0
187819,excourse37,21.0
187819,excourse38,15.0
187819,excourse39,15.0
187819,excourse40,24.0
187819,excourse41,15.0
187819,excourse42,63.0
187819,excourse43,21.0
187819,excourse44,21.0
187819,excourse54,24.0
187819,excourse62,18.0
187819,excourse63,18.0
187819,excourse64,18.0
187819,excourse65,33.0
187819,excourse66,18.0
187819,excourse67,36.0
187819,excourse68,36.0
187819,excourse69,45.0
187819,excourse70,63.0
187819,excourse71,63.0
187819,excourse72,78.0
187819,excourse73,78.0
187819,excourse74,36.0
187819,excourse75,57.0
187819,excourse76,36.0
187819,excourse82,21.0
187819,excourse83,21.0
187819,excourse84,21.0
187819,excourse85,21.0
187819,excourse88,30.0
187819,excourse89,30.0
187819,excourse90,30.0
187819,excourse92,30.0
187819,excourse93,30.0
189913,DX0106EN,11.0
189913,DX0108EN,10.0
189913,DAI101EN,11.0
189913,BD0145EN,12.0
189913,HCC105EN,11.0
189913,DS0132EN,11.0
189913,BENTEST4,11.0
189913,PA0103EN,19.0
189913,TMP0105EN,18.0
189913,PA0107EN,19.0
189913,BD0212EN,18.0
189913,GPXX0IBEN,25.0
189913,SC0103EN,18.0
189913,TA0105,11.0
189913,SW0201EN,11.0
189913,GPXX0BUBEN,17.0
189913,SW0101EN,11.0
189913,TMP0101EN,17.0
189913,DW0101EN,11.0
189913,BD0143EN,12.0
189913,BD0141EN,12.0
189913,ML0122ENv1,19.0
189913,BD0151EN,19.0
189913,TA0106EN,25.0
189913,TMP107,10.0
189913,ML0111EN,11.0
189913,GPXX048OEN,11.0
189913,GPXX01DCEN,19.0
189913,GPXX04XJEN,11.0
189913,GPXX0ZMZEN,19.0
189913,GPXX0742EN,11.0
189913,GPXX0YMEEN,13.0
189913,TA0105EN,11.0
189913,PA0101EN,19.0
189913,BD0223EN,12.0
189913,AI0111EN,11.0
189913,BD0121EN,12.0
189913,BD0131EN,12.0
189913,BD0115EN,12.0
189913,GPXX0D14EN,13.0
189913,BD0211EN,18.0
189913,CB0201EN,11.0
189913,GPXX0XENEN,11.0
189913,DJ0101EN,12.0
189913,DB0151EN,12.0
189913,GPXX0KHHEN,19.0
189913,IT0101EN,11.0
189913,BD0101EN,12.0
189913,GPXX04P5EN,19.0
189913,ML0122ENv3,11.0
189913,GPXX0PG8EN,14.0
189913,ML0101EN,21.0
189913,ML0109EN,11.0
189913,ML0101ENv3,13.0
189913,GPXX0WTIEN,11.0
189913,GPXX0M6UEN,12.0
189913,GPXX097UEN,12.0
189913,GPXX0HC7EN,11.0
189913,BD0111EN,12.0
189913,GPXX0UN5EN,11.0
189913,GPXX0TY1EN,12.0
189913,PY0101EN,10.0
189913,ML0151EN,14.0
189913,ML0120ENv2,11.0
189913,RP0101EN,11.0
189913,GPXX0KY1EN,14.0
189913,ML0120ENv3,11.0
189913,excourse02,12.0
189913,excourse03,12.0
189913,excourse04,14.0
189913,excourse05,12.0
189913,excourse06,14.0
189913,excourse10,12.0
189913,excourse21,21.0
189913,excourse22,21.0
189913,excourse31,12.0
189913,excourse35,17.0
189913,excourse40,17.0
189913,excourse42,12.0
189913,excourse46,11.0
189913,excourse47,11.0
189913,excourse49,13.0
189913,excourse50,11.0
