doc_index,doc_id,token,bow
9,GPXX06RFEN,document,1
9,GPXX06RFEN,first,2
9,GPXX06RFEN,get,1
9,GPXX06RFEN,guided,1
9,GPXX06RFEN,management,1
9,GPXX06RFEN,mongodb,2
9,GPXX06RFEN,project,1
9,GPXX06RFEN,started,1
9,GPXX06RFEN,working,1
10,GPXX0SDXEN,learn,1
10,GPXX0SDXEN,microservices,2
10,GPXX0SDXEN,liberty,1
10,GPXX0SDXEN,open,1
10,GPXX0SDXEN,run,1
10,GPXX0SDXEN,arquillian,2
10,GPXX0SDXEN,container,2
10,GPXX0SDXEN,develop,1
10,GPXX0SDXEN,managed,2
10,GPXX0SDXEN,testing,1
10,GPXX0SDXEN,tests,2
11,CC0271EN,cloud,3
11,CC0271EN,developer,1
11,CC0271EN,course,1
11,CC0271EN,ibm,1
11,CC0271EN,solution,1
11,CC0271EN,using,1
11,CC0271EN,conference,1
11,CC0271EN,aiops,1
11,CC0271EN,attending,1
11,CC0271EN,comprehensive,1
11,CC0271EN,demonstrate,1
11,CC0271EN,digital,1
11,CC0271EN,essentials,1
11,CC0271EN,hands,1
11,CC0271EN,integration,4
11,CC0271EN,pak,2
11,CC0271EN,received,1
11,CC0271EN,short,1
12,WA0103EN,cloud,1
12,WA0103EN,data,1
12,WA0103EN,learn,3
12,WA0103EN,watson,5
12,WA0103EN,analyze,1
12,WA0103EN,course,1
12,WA0103EN,enables,1
12,WA0103EN,project,2
12,WA0103EN,analytics,6
12,WA0103EN,assemble,1
12,WA0103EN,base,1
12,WA0103EN,basics,1
12,WA0103EN,dataset,1
12,WA0103EN,fundamentals,1
12,WA0103EN,improve,1
12,WA0103EN,line,1
12,WA0103EN,media,4
12,WA0103EN,refine,1
12,WA0103EN,reports,1
12,WA0103EN,service,1
12,WA0103EN,setup,1
12,WA0103EN,smart,1
12,WA0103EN,social,5
12,WA0103EN,suggestions,1
12,WA0103EN,teaches,1
12,WA0103EN,topic,1
13,DX0108EN,data,2
13,DX0108EN,bootcamp,2
13,DX0108EN,science,2
13,DX0108EN,university,2
13,DX0108EN,advance,1
13,DX0108EN,professors,2
13,DX0108EN,python,2
14,GPXX0PICEN,create,1
14,GPXX0PICEN,take,1
14,GPXX0PICEN,first,1
14,GPXX0PICEN,project,1
14,GPXX0PICEN,python,2
14,GPXX0PICEN,algorithm,2
14,GPXX0PICEN,algorithmic,1
14,GPXX0PICEN,cryptocurrency,2
14,GPXX0PICEN,dive,1
14,GPXX0PICEN,earning,1
14,GPXX0PICEN,good,1
14,GPXX0PICEN,money,1
14,GPXX0PICEN,right,1
14,GPXX0PICEN,sleep,1
14,GPXX0PICEN,sound,1
14,GPXX0PICEN,trading,3
14,GPXX0PICEN,true,1
14,GPXX0PICEN,world,1
15,DAI101EN,ai,2
15,DAI101EN,data,2
15,DAI101EN,course,1
15,DAI101EN,essentials,2
16,GPXX0W7KEN,microservices,2
16,GPXX0W7KEN,access,1
16,GPXX0W7KEN,control,1
16,GPXX0W7KEN,eclipse,1
16,GPXX0W7KEN,java,1
16,GPXX0W7KEN,json,2
16,GPXX0W7KEN,jwt,2
16,GPXX0W7KEN,microprofile,4
16,GPXX0W7KEN,role,1
16,GPXX0W7KEN,securing,1
16,GPXX0W7KEN,token,2
16,GPXX0W7KEN,user,1
16,GPXX0W7KEN,web,2
17,GPXX0QR3EN,system,1
17,GPXX0QR3EN,jax,2
17,GPXX0QR3EN,microservices,1
17,GPXX0QR3EN,rs,2
17,GPXX0QR3EN,using,1
17,GPXX0QR3EN,distributed,1
17,GPXX0QR3EN,microprofile,1
17,GPXX0QR3EN,customize,1
17,GPXX0QR3EN,enable,1
17,GPXX0QR3EN,enabling,1
17,GPXX0QR3EN,methods,1
17,GPXX0QR3EN,non,1
17,GPXX0QR3EN,opentracing,1
17,GPXX0QR3EN,tracing,3
17,GPXX0QR3EN,zipkin,1
18,BD0145EN,create,1
18,BD0145EN,data,7
18,BD0145EN,learn,1
18,BD0145EN,use,1
18,BD0145EN,course,3
18,BD0145EN,learning,1
18,BD0145EN,understand,1
18,BD0145EN,using,1
18,BD0145EN,big,11
18,BD0145EN,familiar,1
18,BD0145EN,provides,1
18,BD0145EN,syntax,1
18,BD0145EN,server,1
18,BD0145EN,get,1
18,BD0145EN,working,1
18,BD0145EN,access,1
18,BD0145EN,methods,1
18,BD0145EN,another,1
18,BD0145EN,applying,1
18,BD0145EN,architecture,1
18,BD0145EN,chance,1
18,BD0145EN,common,1
18,BD0145EN,connect,1
18,BD0145EN,cover,1
18,BD0145EN,curve,1
18,BD0145EN,different,2
18,BD0145EN,easy,1
18,BD0145EN,exercises,1
18,BD0145EN,existing,1
18,BD0145EN,explain,1
18,BD0145EN,file,1
18,BD0145EN,formats,2
18,BD0145EN,hadoop,2
18,BD0145EN,help,1
18,BD0145EN,lab,1
18,BD0145EN,list,1
18,BD0145EN,load,1
18,BD0145EN,orc,1
18,BD0145EN,parquet,1
18,BD0145EN,proprietary,1
18,BD0145EN,relational,1
18,BD0145EN,sample,1
18,BD0145EN,schemas,1
18,BD0145EN,see,1
18,BD0145EN,show,2
18,BD0145EN,sql,13
18,BD0145EN,storage,1
18,BD0145EN,supported,1
18,BD0145EN,table,1
18,BD0145EN,tool,1
18,BD0145EN,types,1
18,BD0145EN,work,3
18,BD0145EN,‚äì,1
19,HCC105EN,ai,2
19,HCC105EN,cloud,2
19,HCC105EN,conference,2
19,HCC105EN,lab,1
19,HCC105EN,hybrid,2
19,HCC105EN,pipelines,2
20,DE0205EN,data,1
20,DE0205EN,course,1
20,DE0205EN,dataops,1
20,DE0205EN,methodology,1
20,DE0205EN,ops,1
21,DS0132EN,ai,2
21,DS0132EN,data,2
21,DS0132EN,introduce,1
21,DS0132EN,journey,1
21,DS0132EN,jumpstart,1
22,OS0101EN,learn,1
22,OS0101EN,course,1
22,OS0101EN,open,3
22,OS0101EN,introduction,1
22,OS0101EN,project,1
22,OS0101EN,concepts,1
22,OS0101EN,contribute,1
22,OS0101EN,introduces,1
22,OS0101EN,key,1
22,OS0101EN,processes,1
22,OS0101EN,software,1
22,OS0101EN,source,3
22,OS0101EN,tools,1
23,DS0201EN,data,4
23,DS0201EN,science,2
23,DS0201EN,cloudpak,2
23,DS0201EN,end,4
24,BENTEST4,ai,2
24,BENTEST4,learn,1
24,BENTEST4,deep,1
24,BENTEST4,including,1
24,BENTEST4,learning,2
24,BENTEST4,machine,1
24,BENTEST4,networks,1
24,BENTEST4,neural,1
24,BENTEST4,basics,1
24,BENTEST4,concepts,1
24,BENTEST4,key,1
24,BENTEST4,applications,1
24,BENTEST4,artificial,1
24,BENTEST4,everyone,1
24,BENTEST4,intelligence,1
24,BENTEST4,master,1
24,BENTEST4,understanding,1
25,CC0210EN,cloud,1
25,CC0210EN,course,1
25,CC0210EN,designed,1
25,CC0210EN,using,1
25,CC0210EN,computing,2
25,CC0210EN,develop,1
25,CC0210EN,essentials,1
25,CC0210EN,applications,1
25,CC0210EN,composed,1
25,CC0210EN,coupled,1
25,CC0210EN,functions,2
25,CC0210EN,include,1
25,CC0210EN,microservice,1
25,CC0210EN,serverless,3
25,CC0210EN,teach,1
26,PA0103EN,learning,1
26,PA0103EN,machine,1
26,PA0103EN,customer,2
26,PA0103EN,moddels,1
26,PA0103EN,predict,1
26,PA0103EN,predicting,1
26,PA0103EN,satisfaction,1
26,PA0103EN,satisfactions,1
27,HCC104EN,cloud,2
27,HCC104EN,conference,2
27,HCC104EN,lab,2
27,HCC104EN,hybrid,2
27,HCC104EN,serverless,2
28,GPXX0A1YEN,data,1
28,GPXX0A1YEN,use,1
28,GPXX0A1YEN,microservices,2
28,GPXX0A1YEN,java,1
28,GPXX0A1YEN,user,1
28,GPXX0A1YEN,bean,1
28,GPXX0A1YEN,constraints,1
28,GPXX0A1YEN,input,1
28,GPXX0A1YEN,javabeans,1
28,GPXX0A1YEN,validate,1
28,GPXX0A1YEN,validating,1
28,GPXX0A1YEN,validation,1
29,TMP0105EN,build,1
29,TMP0105EN,cloud,1
29,TMP0105EN,data,5
29,TMP0105EN,program,1
29,TMP0105EN,use,1
29,TMP0105EN,complex,1
29,TMP0105EN,large,1
29,TMP0105EN,processing,3
29,TMP0105EN,reduce,2
29,TMP0105EN,supports,1
29,TMP0105EN,apache,2
29,TMP0105EN,cluster,1
29,TMP0105EN,computing,1
29,TMP0105EN,provides,1
29,TMP0105EN,spark,7
29,TMP0105EN,application,1
29,TMP0105EN,open,1
29,TMP0105EN,development,1
29,TMP0105EN,iterative,1
29,TMP0105EN,started,1
29,TMP0105EN,analytics,2
29,TMP0105EN,python,1
29,TMP0105EN,access,1
29,TMP0105EN,java,1
29,TMP0105EN,hadoop,1
29,TMP0105EN,sql,1
29,TMP0105EN,source,1
29,TMP0105EN,algorithms,1
29,TMP0105EN,alternative,1
29,TMP0105EN,amounts,1
29,TMP0105EN,apis,1
29,TMP0105EN,built,1
29,TMP0105EN,cassandra,1
29,TMP0105EN,combines,1
29,TMP0105EN,diverse,1
29,TMP0105EN,ease,2
29,TMP0105EN,engine,1
29,TMP0105EN,getting,1
29,TMP0105EN,handle,1
29,TMP0105EN,hbase,1
29,TMP0105EN,hdfs,1
29,TMP0105EN,interactive,1
29,TMP0105EN,latency,1
29,TMP0105EN,lightning,1
29,TMP0105EN,low,1
29,TMP0105EN,makers,1
29,TMP0105EN,map,2
29,TMP0105EN,memory,1
29,TMP0105EN,mesos,1
29,TMP0105EN,mining,1
29,TMP0105EN,performs,1
29,TMP0105EN,range,1
29,TMP0105EN,requires,1
29,TMP0105EN,runs,1
29,TMP0105EN,s3,1
29,TMP0105EN,scala,1
29,TMP0105EN,scenarios,1
29,TMP0105EN,sources,1
29,TMP0105EN,speed,2
29,TMP0105EN,speeds,1
29,TMP0105EN,standalone,1
29,TMP0105EN,streaming,1
29,TMP0105EN,times,1
29,TMP0105EN,top,1
29,TMP0105EN,typical,1
29,TMP0105EN,wide,1
30,PA0107EN,learning,1
30,PA0107EN,machine,1
30,PA0107EN,models,1
30,PA0107EN,using,1
30,PA0107EN,predict,1
30,PA0107EN,predicting,1
30,PA0107EN,company,2
30,PA0107EN,financial,2
30,PA0107EN,performance,2
31,DB0113EN,course,1
31,DB0113EN,database,1
31,DB0113EN,fundamentals,1
31,DB0113EN,db2,2
32,PA0109EN,using,2
32,PA0109EN,analysis,2
32,PA0109EN,methods,2
32,PA0109EN,clustering,2
32,PA0109EN,investment,2
32,PA0109EN,portfolio,2
33,PHPM002EN,apache,1
33,PHPM002EN,application,1
33,PHPM002EN,server,2
33,PHPM002EN,database,1
33,PHPM002EN,web,1
33,PHPM002EN,creation,1
33,PHPM002EN,lamp,1
33,PHPM002EN,linux,1
33,PHPM002EN,mysql,1
33,PHPM002EN,php,2
33,PHPM002EN,scripting,1
33,PHPM002EN,stack,1
33,PHPM002EN,tutorial,1
33,PHPM002EN,ubuntu,1
33,PHPM002EN,virtual,1
33,PHPM002EN,walks,1
34,GPXX03HFEN,popular,1
34,GPXX03HFEN,using,1
34,GPXX03HFEN,project,1
34,GPXX03HFEN,hands,1
34,GPXX03HFEN,fundamentals,1
34,GPXX03HFEN,game,1
34,GPXX03HFEN,javascript,2
34,GPXX03HFEN,language,1
34,GPXX03HFEN,paper,2
34,GPXX03HFEN,programming,1
34,GPXX03HFEN,recreating,1
34,GPXX03HFEN,rock,2
34,GPXX03HFEN,scissors,2
35,RP0103,data,2
35,RP0103,analyze,1
35,RP0103,course,1
35,RP0103,power,1
35,RP0103,using,1
35,RP0103,r,2
35,RP0103,database,1
35,RP0103,access,1
35,RP0103,connect,1
35,RP0103,relational,2
35,RP0103,show,1
35,RP0103,teach,1
35,RP0103,databases,3
35,RP0103,intent,1
35,RP0103,magic,1
35,RP0103,modify,1
35,RP0103,perform,1
35,RP0103,query,1
35,RP0103,simple,1
35,RP0103,unlock,1
35,RP0103,update,1
35,RP0103,visualizations,1
36,RP0103EN,cloud,1
36,RP0103EN,data,2
36,RP0103EN,use,1
36,RP0103EN,course,1
36,RP0103EN,system,1
36,RP0103EN,using,4
36,RP0103EN,analysis,1
36,RP0103EN,r,3
36,RP0103EN,server,1
36,RP0103EN,database,2
36,RP0103EN,teaches,1
36,RP0103EN,access,1
36,RP0103EN,relational,1
36,RP0103EN,db2,1
36,RP0103EN,databases,2
36,RP0103EN,perform,1
36,RP0103EN,acceleration,1
36,RP0103EN,blu,1
36,RP0103EN,c,1
36,RP0103EN,environment,1
36,RP0103EN,express,1
36,RP0103EN,focus,1
36,RP0103EN,interface,1
36,RP0103EN,mangement,1
36,RP0103EN,rdbms,1
36,RP0103EN,rodbc,1
36,RP0103EN,stored,1
37,BD0212EN,data,1
37,BD0212EN,take,1
37,BD0212EN,course,1
37,BD0212EN,distributed,1
37,BD0212EN,spark,3
37,BD0212EN,fundamentals,1
37,BD0212EN,concepts,1
37,BD0212EN,focus,1
37,BD0212EN,building,1
37,BD0212EN,critical,1
37,BD0212EN,exposes,1
37,BD0212EN,field,1
37,BD0212EN,foundational,1
37,BD0212EN,ii,1
37,BD0212EN,knowledge,1
37,BD0212EN,level,1
37,BD0212EN,move,1
37,BD0212EN,operations,1
37,BD0212EN,opportunity,1
37,BD0212EN,resilient,1
37,BD0212EN,set,1
37,BD0212EN,skills,1
37,BD0212EN,success,1
38,GPXX0IBEN,data,1
38,GPXX0IBEN,learn,1
38,GPXX0IBEN,using,1
38,GPXX0IBEN,analysis,1
38,GPXX0IBEN,apache,1
38,GPXX0IBEN,spark,1
38,GPXX0IBEN,science,1
38,GPXX0IBEN,basic,2
38,GPXX0IBEN,guided,1
38,GPXX0IBEN,project,1
38,GPXX0IBEN,calculate,1
38,GPXX0IBEN,descriptive,1
38,GPXX0IBEN,insurance,1
38,GPXX0IBEN,statistical,1
38,GPXX0IBEN,statistics,1
39,SECM03EN,cloud,1
39,SECM03EN,services,1
39,SECM03EN,use,1
39,SECM03EN,course,1
39,SECM03EN,ibm,1
39,SECM03EN,provides,1
39,SECM03EN,application,2
39,SECM03EN,security,3
39,SECM03EN,file,1
39,SECM03EN,concepts,1
39,SECM03EN,key,1
39,SECM03EN,end,2
39,SECM03EN,walks,1
39,SECM03EN,available,1
39,SECM03EN,catalog,1
39,SECM03EN,cloud‚ñ¢,1
39,SECM03EN,practice,1
39,SECM03EN,put,1
39,SECM03EN,sharing,1
39,SECM03EN,together,1
40,SC0103EN,build,1
40,SC0103EN,data,1
40,SC0103EN,take,1
40,SC0103EN,course,2
40,SC0103EN,datasets,1
40,SC0103EN,large,1
40,SC0103EN,learning,1
40,SC0103EN,machine,1
40,SC0103EN,processing,2
40,SC0103EN,apache,1
40,SC0103EN,scale,1
40,SC0103EN,spark,8
40,SC0103EN,analytics,2
40,SC0103EN,fundamentals,1
40,SC0103EN,cover,1
40,SC0103EN,sql,1
40,SC0103EN,applications,1
40,SC0103EN,understanding,2
40,SC0103EN,apis,1
40,SC0103EN,built,1
40,SC0103EN,engine,1
40,SC0103EN,scala,2
40,SC0103EN,streaming,1
40,SC0103EN,perform,1
40,SC0103EN,ii,1
40,SC0103EN,advanced,1
40,SC0103EN,analytics‚äù,1
40,SC0103EN,associated,1
40,SC0103EN,came,1
40,SC0103EN,class,1
40,SC0103EN,core,1
40,SC0103EN,courses,1
40,SC0103EN,dataframe,1
40,SC0103EN,dataframes,1
40,SC0103EN,ecosystem,1
40,SC0103EN,establish,1
40,SC0103EN,finished,1
40,SC0103EN,general,1
40,SC0103EN,graph,1
40,SC0103EN,history,1
40,SC0103EN,leverage,1
40,SC0103EN,meant,1
40,SC0103EN,modules,1
40,SC0103EN,overview,3
40,SC0103EN,prepared,1
40,SC0103EN,rdd,1
40,SC0103EN,rdds,1
40,SC0103EN,recommend,1
40,SC0103EN,spark‚ñ¢,1
40,SC0103EN,student,1
40,SC0103EN,students,1
40,SC0103EN,topics,1
40,SC0103EN,‚,1
41,GPXX0YXHEN,learn,1
41,GPXX0YXHEN,use,1
41,GPXX0YXHEN,using,1
41,GPXX0YXHEN,application,2
41,GPXX0YXHEN,liberty,1
41,GPXX0YXHEN,open,1
41,GPXX0YXHEN,docker,1
41,GPXX0YXHEN,test,1
41,GPXX0YXHEN,container,1
41,GPXX0YXHEN,testing,3
41,GPXX0YXHEN,microprofile,2
41,GPXX0YXHEN,ee,2
41,GPXX0YXHEN,jakarta,2
41,GPXX0YXHEN,microshed,2
42,RP0151EN,data,3
42,RP0151EN,course,2
42,RP0151EN,including,1
42,RP0151EN,power,1
42,RP0151EN,using,1
42,RP0151EN,analysis,1
42,RP0151EN,r,5
42,RP0151EN,users,2
42,RP0151EN,open,1
42,RP0151EN,introduction,1
42,RP0151EN,day,2
42,RP0151EN,science,1
42,RP0151EN,first,1
42,RP0151EN,basics,1
42,RP0151EN,source,1
42,RP0151EN,master,1
42,RP0151EN,language,2
42,RP0151EN,programming,1
42,RP0151EN,knowledge,1
42,RP0151EN,statistics,1
42,RP0151EN,leverage,1
42,RP0151EN,activities,1
42,RP0151EN,beautiful,1
42,RP0151EN,becoming,1
42,RP0151EN,completing,1
42,RP0151EN,every,1
42,RP0151EN,factors,1
42,RP0151EN,frames,1
42,RP0151EN,free,1
42,RP0151EN,gained,1
42,RP0151EN,grows,1
42,RP0151EN,increasing,1
42,RP0151EN,leading,1
42,RP0151EN,lists,1
42,RP0151EN,million,1
42,RP0151EN,number,2
42,RP0151EN,online,1
42,RP0151EN,organizations,1
42,RP0151EN,ready,1
42,RP0151EN,today,1
42,RP0151EN,undertake,1
42,RP0151EN,worldwide,1
42,RP0151EN,year,1
43,TA0105,data,1
43,TA0105,analyze,1
43,TA0105,learning,1
43,TA0105,machine,1
43,TA0105,models,1
43,TA0105,using,1
43,TA0105,analytics,2
43,TA0105,text,2
44,SW0201EN,ai,1
44,SW0201EN,apps,1
44,SW0201EN,build,2
44,SW0201EN,developer,1
44,SW0201EN,learn,1
44,SW0201EN,swift,3
44,SW0201EN,watson,1
44,SW0201EN,platform,1
44,SW0201EN,microservices,1
44,SW0201EN,using,1
44,SW0201EN,server,1
44,SW0201EN,money,1
44,SW0201EN,world,1
44,SW0201EN,apis,1
44,SW0201EN,stack,1
44,SW0201EN,cool,1
44,SW0201EN,expose,1
44,SW0201EN,full,1
44,SW0201EN,make,1
44,SW0201EN,mobile,1
44,SW0201EN,monetize,1
44,SW0201EN,side,1
45,TMP0106,data,3
45,TMP0106,big,1
45,TMP0106,bootcamp,2
45,TMP0106,day,1
45,TMP0106,intensive,1
45,TMP0106,multi,1
45,TMP0106,offered,1
45,TMP0106,person,1
45,TMP0106,science,2
45,TMP0106,university,1
46,GPXX0BUBEN,learn,1
46,GPXX0BUBEN,using,2
46,GPXX0BUBEN,apache,2
46,GPXX0BUBEN,spark,2
46,GPXX0BUBEN,company,1
46,GPXX0BUBEN,calculate,1
46,GPXX0BUBEN,insurance,2
46,GPXX0BUBEN,assessment,1
46,GPXX0BUBEN,carlo,1
46,GPXX0BUBEN,method,2
46,GPXX0BUBEN,monte,1
46,GPXX0BUBEN,montecarlo,1
46,GPXX0BUBEN,probability,1
46,GPXX0BUBEN,risk,1
46,GPXX0BUBEN,ruin,1
47,ST0201EN,basic,1
47,ST0201EN,methods,1
47,ST0201EN,statistical,1
47,ST0201EN,statistics,2
47,ST0201EN,courses,1
47,ST0201EN,anlysis,1
47,ST0201EN,teaching,1
48,ST0301EN,methods,1
48,ST0301EN,statistical,1
48,ST0301EN,statistics,2
48,ST0301EN,advanced,1
48,ST0301EN,courses,1
48,ST0301EN,anlysis,1
48,ST0301EN,teaching,1
49,SW0101EN,ai,2
49,SW0101EN,apps,2
49,SW0101EN,build,2
49,SW0101EN,cloud,1
49,SW0101EN,recognize,1
49,SW0101EN,services,2
49,SW0101EN,swift,1
49,SW0101EN,watson,2
49,SW0101EN,analyze,1
49,SW0101EN,using,1
49,SW0101EN,text,2
49,SW0101EN,mobile,1
49,SW0101EN,convert,1
49,SW0101EN,emotion,1
49,SW0101EN,ios,1
49,SW0101EN,photo,1
49,SW0101EN,sentiment,1
49,SW0101EN,speech,1
49,SW0101EN,three,1
50,TMP0101EN,data,1
50,TMP0101EN,analyze,1
50,TMP0101EN,learning,1
50,TMP0101EN,machine,1
50,TMP0101EN,models,1
50,TMP0101EN,using,1
50,TMP0101EN,analysis,1
50,TMP0101EN,analytics,1
50,TMP0101EN,text,2
50,TMP0101EN,various,1
51,DW0101EN,build,1
51,DW0101EN,node,1
51,DW0101EN,red,1
51,DW0101EN,learning,2
51,DW0101EN,machine,2
51,DW0101EN,models,2
51,DW0101EN,training,1
51,DW0101EN,introduction,1
51,DW0101EN,creating,1
51,DW0101EN,get,1
51,DW0101EN,hands,1
51,DW0101EN,sound,2
51,DW0101EN,web,1
51,DW0101EN,predict,1
51,DW0101EN,simple,1
51,DW0101EN,add,1
51,DW0101EN,animal,2
51,DW0101EN,barking,1
51,DW0101EN,cat,1
51,DW0101EN,dog,1
51,DW0101EN,experience,1
51,DW0101EN,identify,1
51,DW0101EN,image,1
51,DW0101EN,integrate,1
51,DW0101EN,making,1
51,DW0101EN,page,1
51,DW0101EN,purring,1
51,DW0101EN,recognition,1
51,DW0101EN,specific,1
51,DW0101EN,visual,1
52,BD0143EN,data,3
52,BD0143EN,read,1
52,BD0143EN,use,1
52,BD0143EN,course,2
52,BD0143EN,system,1
52,BD0143EN,time,2
52,BD0143EN,client,2
52,BD0143EN,using,1
52,BD0143EN,api,1
52,BD0143EN,big,2
52,BD0143EN,used,2
52,BD0143EN,open,1
52,BD0143EN,database,1
52,BD0143EN,access,1
52,BD0143EN,architecture,1
52,BD0143EN,cover,1
52,BD0143EN,hadoop,1
52,BD0143EN,concepts,1
52,BD0143EN,introduces,1
52,BD0143EN,source,1
52,BD0143EN,hbase,8
